id;name;bezeichnung;zusammenfassung;start;ende;gesamt;satz;kofinanzierung;plz;land;themenfeld
3297;"Chance BJS gGmbH";"Erwerb des mittleren Schulabschlusses (MSA), lfd. Nr. 2";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-06-30;185.442;49,92%;92.862;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3300;"BGI Berliner Gesellschaft für Integration mbH";"QvB Start up 3 Vorbereitung auf die NSchüPrü MSA; Entwicklung der Ausbildungsreife und allg. Kompetenzen";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-01;2018-07-31;183.465;49,92%;91.872;10709;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3303;"Chance BJS gGmbH";"Erwerb des mittleren Schulabschlusses (MSA), lfd. Nr. 3";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-06-30;185.442;49,92%;92.862;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3306;"Jugendwerk Aufbau Ost JAO gGmbH";"JAO gGmbH FÖJ 2017-2018";"Einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit jährlich vom 01.09 bis 31.08. des Folgejahres). Das freiwillige ökologische Jahr (FÖJ) wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind.
 Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Rahmenbedingungen für ein FÖJ werden durch das JFDG vorgegeben.";2017-09-01;2018-08-31;950.3;39,91%;494.53;12627;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3309;"ABT gGmbH - Akademie für berufliches Training";"Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.3)";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-08-14;2018-02-16;105.44;49,92%;52.8;10407;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3312;"Stiftung Naturschutz Berlin";"FÖJ 2017/2018 - SNB-Projekt_190 Freiwilliges Ökologisches Jahr";"Einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit jährlich vom 01.09 bis 31.08. des Folgejahres). Das freiwillige ökologische Jahr (FÖJ) wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind.
 Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Rahmenbedingungen für ein FÖJ werden durch das JFDG vorgegeben.";2017-09-01;2018-08-31;2.235;38,71%;1.199;10785;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3315;"Chance BJS gGmbH";"Erwerb des mittleren Schulabschlusses (MSA), lfd. Nr. 4";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-06-30;185.442;49,92%;92.862;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3318;"Comhard Ges. f. Bildung und Personalentwicklung mbH";"Reiseleiter/-in mit IHK-Zertifikat";'--';2017-08-24;2018-06-29;192.24;49,94%;96.24;10367;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3321;"Vereinigung Junger Freiwilliger e.V.";"Freiwilliges Ökologisches Jahr 2017/2018";"Einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit jährlich vom 01.09 bis 31.08. des Folgejahres). Das freiwillige ökologische Jahr (FÖJ) wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind. 
Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Rahmenbedingungen für ein FÖJ werden durch das JFDG vorgegeben.";2017-09-01;2018-08-31;948.115;39,89%;493.437;13088;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3324;"Grone-Bildungszentren Berlin GmbH - gemeinnützig - / Charlottenburg";"MSA, Coaching und Erprobung im Stufenprojekt";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-01;2018-06-30;201.39;49,92%;100.848;10589;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3327;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Neukölln II)";'--';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3330;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";Märchenhelden;"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 14 Mikroprojekte - Lokaler sozialer Zusammenhalt. Zweck ist Verbesserung der sozialen Integration und Erhöhung der Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf lokaler Ebene.  Mit dem Mikroprojekt sollen gemeinwesenorientierte Aktivitäten mit beschäftigungspolitischen Zielsetzungen zur Bekämpfung der Ausgrenzung auf dem Arbeitsmarkt verknüpft werden.";2017-09-01;2018-02-28;9.963;50%;4.981;13359;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
3333;"Chance BJS gGmbH";"Erwerb des mittleren Schulabschlusses (MSA), lfd. Nr. 1";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-06-30;185.442;49,92%;92.862;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3336;"Bulusma ve Danisma Yeri türk kadinlar icin - Treff- und Informationsort für türkische Frauen e. V.";"TIO Q 2: Schulabschluss";"Instrument 1   
Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.";2017-09-01;2018-05-31;469.132;50%;234.566;12053;DE300;"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
3339;"ABBV GmbH";"Nachträglicher Erwerb des MSA";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-07-31;153.514;49,92%;76.873;12057;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3342;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Marzahn I)";'--';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3345;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Neukölln I)";'--';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3348;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Neukölln III)";'---';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3351;"Chance BJS gGmbH";"Erwerb des mittleren Schulabschlusses (MSA), lfd. Nr. 2";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-06-30;185.442;49,92%;92.862;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3354;"SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH";"Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug IV";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-03-03;118.62;49,92%;59.399;13129;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3357;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Marzahn II)";'---';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3360;"Chance BJS gGmbH";"Erwerb des mittleren Schulabschlusses (MSA), lfd. Nr. 3";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-06-30;185.442;49,92%;92.862;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3363;"Die Wille gGmbH";"PEB - Durchstarten statt abwarten. Wege in sozialversicherungspflichtige Beschäftigungsverhältnisse";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 ""PEB - Innovative Modellprojekte"". Zweck ist die modellhafte Erprobung neuer Handlungsansätze in den Bezirken.  Ziel dieses PEB-Projekts ist es,  durch einen innovativen Ansatz einen nachhaltigen Zuwachs sozialversicherungspflichtiger Beschäftigungsverhältnisse im Bezirk Friedrichshain-Kreuzberg zu ermöglichen. Im Rahmen des Projekts werden einerseits die Betroffenen aktiv angesprochen, ihr Bewusstsein für ihre prekäre Situation geschärft und sie werden individuell begleitet. Im Sinne von Changemanagement wird mit den Betroffenen selbst eine Strategie zur Veränderung erarbeitet und umgesetzt. 15 Personen pro Jahr sollen in sozialversicherungsplichtige Beschäftigung, Qualifizierung, Praktika und Hospitationen  einmünden. Darüber hinaus werden im Rahmen der Einzelbegleitung auch die Arbeitgeber*innen mit einbezogen, die dank Ansprache und Information evtl. bereit sind, die Beschäftigung zu erweitern. Pro Jahr werden mit mindestens zehn Arbeitgeber*innen Gespräche geführt. Durch die Kombination dieser beiden Hebel (intensive Einzelbegleitung der Zielgruppe und Ansprache der Unternehmen) leistet das Projekt einen Beitrag zu einem Bewusstseinswandel in Bezug auf geringfügige Beschäftigungsverhältnisse und trägt zu einer gleichberechtigen Teilhabe aller Personengruppen am Arbeitsmarkt bei. Diese Zielsetzung ist auch im Hinblick auf den aktuellen Fachkräftemangel von großer Bedeutung.
Die Projektziele werden mit diesen Vorgehensweisen und Methoden erreicht: Ein mobiles Changemanagementteam erreicht die geringfügig Beschäftigten in Friedrichshain-Kreuzberg z.T. durch aufsuchende Arbeit und durch die oben bereits genannten Wege. Es arbeitet mit ihnen die Problematik ihrer Tätigkeitsstruktur heraus, setzt anschließend einen Veränderungsprozess in Gang und erschließt individuelle Wege der Integration in den sozialversicherungspflichtigen Arbeitsmarkt (siehe Details der Umsetzung unten). In der Absprache mit aktuellen bzw. zukünftigen Arbeitgeber*innen wird für die Thematik sensibilisiert und Aspekte wie Qualifizierungsmöglichkeiten für Mitarbeiter*innen, Work-Life-Balance, Vereinbarkeit von Familie und Beruf werden thematisiert. Bei Bedarf wird unterstützt in Bezug auf Fördermöglichkeiten und Beantragung dieser.
Die praktische Arbeit mit den Betroffenen erfolgt durch Arbeit in Kleingruppen und individuelle Begleitung. Die Kompetenzermittlung findet in Form von Einzelgesprächen, bei Bedarf auch als Kleingruppenangebote statt. Im Coaching werden insbesondere folgende Methoden angewandt: IDA/MELBA, IT gestütztes Coachingtool, Ressourcogramm, Aufstellung am Systembrett, Tetralemma. Im Kompetenzfeststellungsverfahren IDA wird z.B. eine standardisierte individuelle Arbeitsprobe erstellt. Diese besteht aus mehreren konkreten alltags- und berufsnahen Aufgaben, die zum Teil in unterschiedlichen Schwierigkeitsgraden vorgelegt werden können und die eine Einschätzung beruflich einsetzbarer Fähigkeiten erlauben. Es kann zudem festgestellt werden, ob es Kompetenzschwerpunkte gibt oder eine eher breite Ausprägung und auf welche Weise die Person an die Lösung der an sie gestellten Aufgaben herangeht. Das Ergebnis aus der standardisierten Kompetenzfeststellung IDA wird von entsprechend qualifizierten Berater*innen mit einem in MELBA zu erstellenden Anforderungsprofil der angestrebten Berufstätigkeit abgeglichen. Es soll möglichst die Eignung anhand eines konkreten Arbeitsplatzes herausgearbeitet werden. Bei einer noch allgemeinen Profilierung ist der Abgleich mit verschiedenen Berufen möglich.
Zu der Entwicklung der Kundin und des Kunden kann sich der Bedarf an (modularen) Weiterbildungen, Trainings, Hospitationen oder Praktika auftun. Unter Umständen wird sogar die Erfordernis einer Umschulung oder Ausbildung deutlich. Hierdurch werden die Kompetenzen der Kund*innen erheblich erweitert. In den Workshops ergeben sich ebenfalls Möglichkeiten zur Kompetenzerhöhung. In den Gruppen werden Situationen dargestellt, in denen die Teilnehmenden eine Stärkung des Selbstwertgefühls erfahren, den Ausbau der Schlüsselkompetenzen wie Kommunikationsfähigkeit, Teamfähigkeit, Konfliktfähigkeit etc. erlernen. Im Hinblick auf den konkreten Übergang in einen neuen Job werden Bewerbungsunterlagen überarbeitet oder Vorstellungsgesprächen geübt. Genauso werden auch Situationen nachgestellt, in denen das Gespräch mit dem schon vorhandenen Arbeitgeber gesucht wird. Der Beratungs- / Coachingprozess wird in verschiedenen Modulen durchgeführt, wobei das jeweilige Ziel der Teilnehmer*innen im Fokus steht. Die lösungs- und ressourcenorientierte, systemische Arbeitsweise steht hierbei im Mittelpunkt. Auf Grundlage der ermittelten Kompetenzen werden für die Kund*innen werden Entwicklungspläne erstellt. Sie sind die Basis der weiteren Zusammenarbeit. Ein Kernthema ist die weitere Berufswegplanung. So werden im Entwicklungsplan klare Vorstellungen über den weiteren beruflichen Integrationsprozess entwickelt.
Allen 20 Personen, die das Projekt pro Jahr durchlaufen, werden die Vor- und Nachteile von Minijobs bzw. im Vergleich dazu sozialversicherungspflichtiger Arbeit aufgezeigt. Sie erfahren anhand von Kompetenzanalyse, Beratung und Coaching die individuellen Wege in sozialversicherungspflichtige Arbeit. Sechs Personen werden in dieser Zeit in ein sozialversicherungspflichtiges Beschäftigungsverhältnis kommen oder ihr bestehender Minijob wird in eine solches umgewandelt. Acht Personen werden an Qualifizierungen, Praktika und Hospitationen  teilnehmen. Die Übrigen erhalten einen Wissenszuwachs an arbeitsrechtlichen Details, Bewerbungsverfahren, Kommunikation, Konfliktbewältigung und an offenen Stellen und Arbeitgebern im Bezirk.
Die mit den jeweiligen Projektbausteinen verfolgten Ziele und avisierten Erfolgsindikatoren sind:
	  * 20 Personen pro Jahr im Projekt erwerbern Wissen zu Minijobs (Rechtlich und Inhaltlich)
	  * 20 Personen pro Jahr erhalten Kenntnisse in arbeitsrechtlichen Details, Bewerbungsverfahren, Kommunikation, Konfliktbewältigung und an offenen Stellen und Arbeitgebern im Bezirk
	  * 20 Personen pro Jahr erhalten Kenntnisse zu Ihren Kompetenzen
	  * 6 Personen pro Jahr gelangen in Sozialversicherungspflichte Arbeit (Umwandlung des Minijobs oder neues Arbeitsverhältnis)
	  * 8 Personen pro Jahr nehmen an Qualifizierungen, Praktika und Hospitationen  teil";2017-09-01;2020-08-31;457.435;50%;176.381;13349;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
3366;"ABT gGmbH - Akademie für berufliches Training";"Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.3)";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-08-14;2018-02-16;105.44;49,92%;52.8;10407;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3369;"agens Arbeitsmarktservice gGmbH";"Geprüfte Betreuungsfachkraft gemäß Richtlinien nach § 53c (§ 87b a.F.) SGB XI";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-08-14;2017-12-31;53.774;49,92%;26.928;12099;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3372;"ComFort-Schulungszentrum GmbH";"QvBS_20    Qualifizierung für Jugendliche ohne Schulabschluss";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-01;2018-06-30;158.16;49,92%;79.2;13156;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3375;"Chance BJS gGmbH";"Erwerb des mittleren Schulabschlusses (MSA), lfd. Nr. 4";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-06-30;185.442;49,92%;92.862;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3378;"Vereinigung Junger Freiwilliger e.V.";"Freiwilliges Ökologisches Jahr 2017/2018";"Einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit jährlich vom 01.09 bis 31.08. des Folgejahres). Das freiwillige ökologische Jahr (FÖJ) wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind. 
Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Rahmenbedingungen für ein FÖJ werden durch das JFDG vorgegeben.";2017-09-01;2018-08-31;948.115;39,89%;493.437;13088;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
